CODE,CPV_HU,CPV_EN
15300000-1,"Gyümölcs, zöldségfélék és kapcsolódó termékek","Fruit, vegetables and related products"
15310000-4,Burgonya és burgonyakészítmények,Potatoes and potato products
15311000-1,Fagyasztott burgonya,Frozen potatoes
15311100-2,Burgonyaszirom és hasábburgonya,Chips or french fries
15311200-3,"Kockára vágott, szeletelt és egyéb fagyasztott burgonya","Diced, sliced and other frozen potatoes"
15312000-8,Burgonyakészítmények,Potato products
15312100-9,Burgonyapüré-pehely,Instant mashed potatoes
15312200-0,Elősütött burgonyaszirom,Part-fried potato chips
15312300-1,Sült burgonyaszirom,Potato crisps
15312310-4,Ízesített burgonyaszirom,Flavoured potato crisps
15312400-2,Burgonyasnack,Potato snacks
15312500-3,Burgonyakrokett,Potato croquettes
15313000-5,Feldolgozott burgonya,Processed potatoes
15320000-7,Gyümölcs- és zöldséglevek,Fruit and vegetable juices
15321000-4,Gyümölcslevek,Fruit juices
15321100-5,Narancslé,Orange juice
15321200-6,Grépfrútlé,Grapefruit juice
15321300-7,Citromlé,Lemon juice
15321400-8,Ananászlé,Pineapple juice
15321500-9,Szőlőlé,Grape juice
15321600-0,Almalé,Apple juice
15321700-1,"Gyümölcslékeverék, nem sűrített",Mixtures of unconcentrated juices
15321800-2,Sűrített gyümöcslé,Concentrated juices
15322000-1,Zöldséglé,Vegetable juices
15322100-2,Paradicsomlé,Tomato juice
15330000-0,Feldolgozott gyümölcsök és zöldségek,Processed fruit and vegetables
15331000-7,Feldolgozott zöldség,Processed vegetables
15331100-8,Friss vagy fagyasztott zöldség,Fresh or frozen vegetables
15331110-1,Feldolgozott gyökérfélék,Processed root vegetables
15331120-4,Feldolgozott gumós zöldség,Processed tuber vegetables
15331130-7,"Bab, borsó, paprika, paradicsom és egyéb zöldségfélék","Beans, peas, peppers, tomatoes and other vegetables"
15331131-4,Feldolgozott bab,Processed beans
15331132-1,Feldolgozott borsó,Processed peas
15331133-8,Feles borsó,Split peas
15331134-5,Feldolgozott paradicsom,Processed tomatoes
15331135-2,Feldolgozott gomba,Processed mushrooms
15331136-9,Feldolgozott paprika,Processed peppers
15331137-6,Étkezési szójacsíra,Soybean sprouts
15331138-3,Szarvasgomba,Truffles
15331140-0,Leveles zöldségek és káposztafélék,Leaf and cabbage vegetables
15331142-4,Feldolgozott káposztaféle,Processed cabbage
15331150-3,Feldolgozott hüvelyes zöldség,Processed pulses
15331170-9,Gyorsfagyasztott zöldség,Frozen vegetables
15331400-1,Tartósított és/vagy konzervált zöldség,Preserved and/or canned vegetables
15331410-4,Paradicsomos bab,Beans in tomato sauce
15331411-1,Főtt bab,Baked beans
15331420-7,Tartósított paradicsom,Preserved tomatoes
15331423-8,Paradicsomkonzerv,Canned tomatoes
15331425-2,Paradicsompüré,Tomato purée
15331427-6,Sűrített paradicsom,Concentrated tomato purée
15331428-3,Paradicsomszósz,Tomato sauce
15331430-0,Gombakonzerv,Canned mushrooms
15331450-6,Feldolgozott olajbogyó,Processed olives
15331460-9,Zöldségkonzerv,Canned vegetables
15331461-6,Savanyúkáposzta-konzerv,Canned sauerkraut
15331462-3,Zöldborsókonzerv,Canned peas
15331463-0,Kifejtőbabkonzerv,Canned shelled beans
15331464-7,Zöldbabkonzerv,Canned whole beans
15331465-4,Spárgakonzerv,Canned asparagus
15331466-1,Olajbogyókonzerv,Canned olives
15331470-2,Csemegekukorica,Sweet corn
15331480-5,Rövid távra tartósított zöldség,Provisionally preserved vegetables
15331500-2,Ecetben tartósított zöldség,Vegetables preserved in vinegar
15332000-4,Feldolgozott gyümölcsök és diófélék,Processed fruit and nuts
15332100-5,Feldolgozott gyümölcs,Processed fruit
15332140-7,Feldolgozott alma,Processed apples
15332150-0,Feldolgozott körte,Processed pears
15332160-3,Feldolgozott banán,Processed bananas
15332170-6,Rebarbara,Rhubarb
15332180-9,Dinnye,Melons
15332200-6,Dzsemek és ízek; gyümölcszselé; pürék és krémek gyümölcsből vagy dióféléből,Jams and marmalades; fruit jellies; fruit or nut purée and pastes
15332230-5,Ízek,Marmalades
15332231-2,Narancsíz,Orange marmalade
15332232-9,Citromíz,Lemon marmalade
15332240-8,Gyümölcszselék,Fruit jellies
15332250-1,Gyümölcskrémek,Fruit pastes
15332260-4,Krémek dióféléből,Nut pastes
15332261-1,Földimogyoróvaj,Peanut butter
15332270-7,Gyümölcspürék,Fruit purées
15332290-3,Gyümölcsdzsemek,Jams
15332291-0,Kajszibarackdzsem,Apricot jam
15332292-7,Szederdzsem,Blackberry jam
15332293-4,Feketeribiszkedzsem,Blackcurrant jam
15332294-1,Cseresznyedzsem,Cherry jam
15332295-8,Málnadzsem,Raspberry jam
15332296-5,Eperdzsem,Strawberry jam
15332300-7,Feldolgozott diófélék,Processed nuts
15332310-0,Pörkölt vagy sózott diófélék,Roasted or salted nuts
15332400-8,Tartósított gyümölcsök,Preserved fruits
15332410-1,Szárított gyümölcsök,Dried fruit
15332411-8,Feldolgozott ribiszke,Processed currants
15332412-5,Feldolgozott mazsola,Processed raisins
15332419-4,Szultána,Sultanas
15333000-1,Zöldségfeldolgozás melléktermékei,Vegetable by-products
15400000-2,Állati vagy növényi olajok és zsírok,Animal or vegetable oils and fats
15410000-5,Nyers állati vagy növényi olaj és zsír,Crude animal or vegetable oils and fats
15411000-2,Állati vagy növényi olaj,Animal or vegetable oils
15411100-3,Növényi olaj,Vegetable oils
15411110-6,Olívaolaj,Olive oil
15411120-9,Szezámmagolaj,Sesame oil
15411130-2,Földimogyoró-olaj,Groundnut oil
15411140-5,Kókuszolaj,Coconut oil
15411200-4,Főzőolaj,Cooking oil
15411210-7,Sütőolaj,Frying oil
15412000-9,Zsírok,Fats
15412100-0,Állati zsír,Animal fats
15412200-1,Növényi zsír,Vegetable fats
15413000-6,Növényi zsírok és olajok szilárd maradéka,Solid residues of vegetable fats or oils
15413100-7,Olajpogácsa,Oilcake
15420000-8,Finomított olaj és zsír,Refined oils and fats
15421000-5,Finomított olaj,Refined oils
15422000-2,Finomított zsír,Refined fats
15423000-9,Hidrogénezett vagy észterezett olajok és zsírok,Hydrogenated or esterified oils or fats
15424000-6,Növényi viasz,Vegetable waxes
15430000-1,Ehető zsírok,Edible fats
15431000-8,Margarin és hasonló készítmények,Margarine and similar preparations
15431100-9,Margarin,Margarine
15431110-2,Folyékony margarin,Liquid margarine
15431200-0,Csökkentett vagy alacsony zsírtartalmú szendvicskrémek,Reduced or low-fat spreads
15500000-3,Tejtermék,Dairy products
15510000-6,Tej és tejszín,Milk and cream
15511000-3,Tej,Milk
15511100-4,Pasztőrözött tej,Pasteurised milk
15511200-5,Sterilizált tej,Sterilised milk
15511210-8,UHT tej (ultrapasztőrözött tej),UHT milk
15511300-6,Fölözött tej,Skimmed milk
15511400-7,Részben fölözött tej,Semi-skimmed milk
15511500-8,Teljes tej,Full-cream milk
15511600-9,Sűrített tej,Condensed milk
15511700-0,Tejpor,Milk powder
15512000-0,Tejszín,Cream
15512100-1,Alacsony zsírtartalmú tejszín,Single cream
15512200-2,Magas zsírtartalmú tejszín,Double cream
15512300-3,Aludttej,Clotted cream
15512900-9,Habtejszín,Whipping cream
15530000-2,Vaj,Butter
15540000-5,Sajttermékek,Cheese products
15541000-2,Asztali sajtok,Table cheese
15542000-9,Friss sajtok,Fresh cheese
15542100-0,Túró,Cottage cheese
15542200-1,Lágy sajtok,Soft cheese
15542300-2,Feta sajt,Feta cheese
15543000-6,"Reszelt, őrölt, kékpenész- és egyéb sajtok","Grated, powdered, blue-veined and other cheese"
15543100-7,Rokfort sajt,Blue cheese
15543200-8,Cheddar sajt,Cheddar cheese
15543300-9,Reszelt sajt,Grated cheese
15543400-0,Parmezán sajt,Parmesan cheese
15544000-3,Kemény sajtok,Hard cheese
15545000-0,Krémsajtok,Cheese spreads
15550000-8,Vegyes tejtermékek,Assorted dairy products
15551000-5,Joghurt és egyéb savanyított tejtermékek,Yoghurt and other fermented milk products
15551300-8,Joghurt,Yoghurt
15551310-1,"Joghurt, ízesítés nélkül (natúr)",Unflavoured yoghurt
15551320-4,"Joghurt, ízesítéssel",Flavoured yoghurt
15551500-0,Író,Buttermilk
15552000-2,Kazein,Casein
15553000-9,Tejcukor vagy tejcukorszirup,Lactose or lactose syrup
15554000-6,Savó,Whey
15555000-3,Jégkrém és hasonló termékek,Ice cream and similar products
15555100-4,Jégkrém,Ice cream
15555200-5,Szorbet,Sorbet
15600000-4,"Malomipari termékek, keményítők és keményítő termékek","Grain mill products, starches and starch products"
15610000-7,Malomipari termékek,Grain mill products
15611000-4,Hántolt rizs,Husked rice
15612000-1,Gabona- vagy zöldséglisztek és kapcsolódó termékek,Cereal or vegetable flour and related products
15612100-2,Búzaliszt,Wheat flour
15612110-5,Teljes kiőrlésű liszt,Wholemeal flour
15612120-8,Kenyérliszt,Breadmaking flour
15612130-1,Finomliszt,Plain flour
15612150-7,Rétesliszt,Pastry flour
15612190-9,Önkelő búzaliszt,Self-raising flour
15612200-3,Gabonaliszt,Cereal flour
15612210-6,Kukoricaliszt,Corn flour
15612220-9,Rizsliszt,Rice flour
15612300-4,Zöldségliszt és -dara,Vegetable flour and meal
15612400-5,Sütőipari termékekhez szükséges lisztes keverékek,Mixes for the preparation of baker's wares
15612410-8,Tortalisztkeverék,Cake mixes
15612420-1,Sütőlisztkeverék,Baking mixes
15612500-6,Sütőipari termékek,Bakery products
15613000-8,Gabonaőrleményből készült termékek,Cereal grain products
15613100-9,Zabdara,Ground oats
15613300-1,Gabonatermékek,Cereal products
15613310-4,Feldolgozott gabonakészítmények reggelire (gabonapehely),Prepared breakfast cereals
15613311-1,Kukoricapehely,Cornflakes
15613313-5,Müzli és azzal egyenértékű termékek,Muesli or equivalent
15613319-7,Puffasztott búza,Puffed wheat
15613380-5,Zabpehely,Rolled oats
15614000-5,Feldolgozott rizs,Processed rice
15614100-6,Hosszúszemű rizs,Long-grain rice
15614200-7,Fényezett rizs,Milled rice
15614300-8,Törmelék rizs,Broken rice
15615000-2,Korpa,Bran
15620000-0,Keményítők és keményítőtermékek,Starches and starch products
15621000-7,Kukoricaolaj,Corn oil
15622000-4,Szőlőcukor és szőlőcukorból készült termékek; gyümölcscukor és gyümölcscukorból készült termékek,Glucose and glucose products; fructose and fructose products
15622100-5,Szőlőcukor és szőlőcukorból készült termékek,Glucose and glucose products
15622110-8,Szőlőcukor,Glucose
15622120-1,Szőlőcukorszirup,Glucose syrup
15622300-7,Gyümölcscukor és gyümölcscukorból készült termékek,Fructose and fructose products
15622310-0,Gyümölcscukor,Fructose
15622320-3,Gyümölcscukor-készítmények,Fructose preparations
15622321-0,Gyümölcscukoroldat,Fructose solutions
15622322-7,Gyümölcscukorszirup,Fructose syrup
15623000-1,Keményítő,Starches
15624000-8,Tápióka,Tapioca
15625000-5,Búzadara,Semolina
15626000-2,Pudingpor,Custard powder
15700000-5,Állati takarmányok,Animal feedstuffs
15710000-8,Takarmánykészítmények haszon- és egyéb állatok számára,Prepared animal feeds for farm and other animals
15711000-5,Haltakarmány-készítmény,Fish food
15712000-2,Száraztakarmány,Dry fodder
15713000-9,Háziállat takarmánya,Pet food
15800000-6,Különféle élelmiszertermékek,Miscellaneous food products
15810000-9,"Kenyér, friss péksütemények és cukrászsütemények","Bread products, fresh pastry goods and cakes"
15811000-6,Péksütemények,Bread products
15811100-7,Kenyér,Bread
15811200-8,Zsemle,Rolls
15811300-9,"Kifli, croissant",Croissants
15811400-0,Lángos,Crumpets
15811500-1,Elkészített péksütemények,Prepared bread products
15811510-4,Szendvicsek,Sandwiches
15811511-1,Kész szendvicsek,Prepared sandwiches
15812000-3,Sütemények és torták,Pastry goods and cakes
15812100-4,Cukrászsütemények,Pastry goods
15812120-0,"Gyümölcsös és zöldséges sütemények, piték",Pies
15812121-7,Zöldséges sütemények (sós piték),Savoury pies
15812122-4,"Gyümölcsös sütemények, gyümölcskenyér (édes piték)",Sweet pies
15812200-5,Torták,Cakes
15813000-0,"Reggeli péksütemények, aprósütemények",Morning goods
15820000-2,"Kétszersültek, kekszek; tartósított cukrászsütemények és torták",Rusks and biscuits; preserved pastry goods and cakes
15821000-9,Kétszersült pék- és cukrászsütemények,Toasted bread products and pastry goods
15821100-0,Kétszersült péksütemények,Toasted bread products
15821110-3,Kétszersült kenyér,Toasted bread
15821130-9,Ropogós kenyér,Crispbread
15821150-5,Kétszersült,Rusks
15821200-1,Édes keksz,Sweet biscuits
15830000-5,Cukor és cukortermékek,Sugar and related products
15831000-2,Cukor,Sugar
15831200-4,Fehér cukor,White sugar
15831300-5,Juharcukor és juharszirup,Maple sugar and maple syrup
15831400-6,Melasz,Molasses
15831500-7,Cukorszirup,Sugar syrups
15831600-8,Méz,Honey
15832000-9,Cukorgyártási hulladék,Sugar-manufacture waste
15833000-6,Cukoripari termékek,Sugar products
15833100-7,Desszertek,Desserts
15833110-0,Gyümölcskosárkák,Flans
15840000-8,"Kakaó; csokoládé, cukoráruk",Cocoa; chocolate and sugar confectionery
15841000-5,Kakaó,Cocoa
15841100-6,Kakaómassza,Cocoa paste
15841200-7,"Kakaóvaj, kakaózsír vagy kakaóolaj","Cocoa butter, fat or oil"
15841300-8,Kakaópor cukor vagy egyéb édesítőanyag nélkül,Unsweetened cocoa powder
15841400-9,Kakaópor cukorral vagy egyéb édesítőanyaggal,Sweetened cocoa powder
15842000-2,Csokoládé és cukoráruk,Chocolate and sugar confectionery
15842100-3,Csokoládé,Chocolate
15842200-4,Csokoládékészítmények,Chocolate products
15842210-7,Csokoládéital,Drinking chocolate
15842220-0,Csokoládészelet,Chocolate bars
15842300-5,Édességek,Confectionery
15842310-8,Bonbonok,Boiled sweets
15842320-1,Nugátok,Nougat
15842400-6,"Cukorral tartósított gyümölcsök, diófélék vagy gyümölcshéjak","Fruit, nuts or fruit peel preserved by sugar"
15850000-1,Tésztafélék,Pasta products
15851000-8,Lisztből készült termékek,Farinaceous products
15851100-9,Száraztészta,Uncooked pasta
15851200-0,Feldolgozott tészta és kuszkusz,Prepared pasta and couscous
15851210-3,Feldolgozott tészta,Prepared pasta
15851220-6,Töltött tészta,Stuffed pasta
15851230-9,Lasagna (olasz széles metélt),Lasagne
15851250-5,Kuszkusz,Couscous
15851290-7,Tésztakonzerv,Canned pasta
15860000-4,"Kávé, tea és kapcsolódó termékek","Coffee, tea and related products"
15861000-1,Kávé,Coffee
15861100-2,"Kávé, pörkölt",Roasted coffee
15861200-3,Koffeinmentes kávé,Decaffeinated coffee
15862000-8,Pótkávé,Coffee substitutes
15863000-5,Tea,Tea
15863100-6,Zöld tea,Green tea
15863200-7,Fekete tea,Black tea
15864000-2,Teakészítmények vagy matétea,Preparations of tea or maté
15864100-3,Teafilter,Teabags
15865000-9,Gyógyteafőzet,Herbal infusions
15870000-7,Ételízesítők és fűszerek,Condiments and seasonings
15871000-4,Ecet; mártások; ételízesítő-keverékek; mustárliszt és -dara; elkészített mustár,Vinegar; sauces; mixed condiments; mustard flour and meal; prepared mustard
15871100-5,Ecet és ecetpótló,Vinegar and vinegar substitutes
15871110-8,Ecet vagy azzal egyenértékű termékek,Vinegar or equivalent
15871200-6,"Mártások, ételízesítő- és fűszerkeverékek","Sauces, mixed condiments and mixed seasonings"
15871210-9,Szójamártás,Soya sauce
15871230-5,Paradicsomos ételízesítő és mártás,Tomato ketchup
15871250-1,Mustár,Mustard
15871260-4,Mártások,Sauces
15871270-7,Ételízesítő-keverékek,Mixed condiments
15871273-8,Majonéz,Mayonnaise
15871274-5,Szendvicskrémek,Sandwich spreads
15871279-0,"Chutneyszósz (csatni, csípős indiai mártás)",Chutney
15872000-1,Fűszernövény és fűszer,Herbs and spices
15872100-2,Bors,Pepper
15872200-3,Fűszer,Spices
15872300-4,Fűszernövény,Herbs
15872400-5,Só,Salt
15872500-6,Gyömbér,Ginger
15880000-0,Különleges élelmiszerek,Special nutritional products
15881000-7,Homogenizált élelmiszer-készítmények,Homogenised food preparations
15882000-4,Diétás termékek,Dietetic products
15884000-8,Gyermektápszer,Baby food
15890000-3,Különféle élelmiszerek és szárazáruk,Miscellaneous food products and dried goods
15891000-0,Leves és erőleves,Soups and broths
15891100-1,Húsleves,Meat soups
15891200-2,Halleves,Fish soups
15891300-3,Vegyes leves,Mixed soups
15891400-4,Leves,Soups
15891410-7,Levespor,Soup mixes
15891500-5,Erőleves,Broths
15891600-6,Húslé,Stocks
15891610-9,Húslékeverék,Mixes for stocks
15891900-9,Zöldségleves,Vegetable soups
15892000-7,"Növényi nedv és kivonat, savanyító- és dúsítóanyagok","Vegetable saps, extracts, peptic substances and thickeners"
15892100-8,Növényi nedv,Vegetable saps
15892200-9,Növényi kivonat,Vegetable extracts
15892400-1,Dúsítóanyagok,Thickeners
15893000-4,Szárazáruk,Dry goods
15893100-5,Élelmiszer-keverékek,Food mixes
15893200-6,Desszertkeverékek,Dessert mixes
15893300-7,Mártáskeverékek,Gravy mixes
15894000-1,Feldolgozott élelmiszertermékek,Processed food products
15894100-2,Vegetáriánus készételek,Vegan packs
15894200-3,Készételek,Prepared meals
15894210-6,Iskolai készételek,School meals
15894220-9,Kórházi készételek,Hospital meals
15894300-4,Elkészített élelmiszerek,Prepared dishes
15894400-5,Snackek,Snacks
15894500-6,Ételautomaták termékei,Vending-machine ingredients
15894600-7,Szendvicstöltelékek,Sandwich fillings
15894700-8,Csemegeáruk,Delicatessen
15895000-8,Gyorséttermi termékek,Fast-food products
15895100-9,Hamburgerek,Hamburgers
15896000-5,Mélyfagyasztott termékek,Deep-frozen products
15897000-2,Ételkonzervek és hadi élelmiszer-fejadag,Canned goods and field rations
15897100-3,Hadi élelmezés,Field rations
15897200-4,Ételkonzervek,Canned goods
15897300-5,Élelmiszercsomagok,Food parcels
15898000-9,Élesztő,Yeast
15899000-6,Sütőpor,Baking powder
15900000-7,"Italok, dohány és kapcsolódó termékek","Beverages, tobacco and related products"
15910000-0,Desztillált szeszes italok,Distilled alcoholic beverages
15911000-7,Szeszes italok,Spirituous beverages
15911100-8,Párlat,Spirits
15911200-9,Likőr,Liqueurs
